order_id,customer_id,order_date,order_status,payment_method,sales_channel,shipping_cost,discount_amount,total_amount
ORD-009422,CUST-01169,2026-04-13 03:14:00,Completed,Credit Card,Web,0.0,6.3,77.7
ORD-009423,CUST-01170,2025-01-22 08:49:00,Completed,PayPal,Affiliate,0.0,0.0,39.99
ORD-009424,CUST-01170,2025-01-25 09:36:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,9.5,590.46
ORD-009425,CUST-01170,2025-02-24 11:54:00,Completed,Credit Card,Affiliate,0.0,0.0,109.99
ORD-009426,CUST-01170,2025-02-25 23:02:00,Completed,Credit Card,Mobile App,4.99,0.0,844.96
ORD-009427,CUST-01171,2025-06-28 07:19:00,Completed,Credit Card,Mobile App,0.0,0.0,89.99
ORD-009428,CUST-01171,2026-06-06 10:21:00,Completed,PayPal,Affiliate,0.0,0.0,979.98
ORD-009429,CUST-01171,2026-07-03 03:50:00,Completed,Apple Pay,Web,4.99,5.5,156.46
ORD-009430,CUST-01172,2022-10-17 23:03:00,Completed,Credit Card,Mobile App,0.0,0.0,79.99
ORD-009431,CUST-01172,2022-11-03 21:36:00,Shipped,BNPL (Klarna/Affirm),Web,4.99,7.5,202.46
ORD-009432,CUST-01172,2025-01-28 13:59:00,Completed,PayPal,Affiliate,0.0,42.5,417.45
ORD-009433,CUST-01173,2023-11-14 17:59:00,Completed,Credit Card,Web,0.0,0.0,53.98
ORD-009434,CUST-01173,2023-12-15 13:08:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,55.0,1159.99
ORD-009435,CUST-01174,2024-11-19 23:53:00,Cancelled,Credit Card,Web,9.99,0.0,69.97
ORD-009436,CUST-01174,2025-05-04 03:51:00,Completed,Credit Card,Web,0.0,37.5,342.48
ORD-009437,CUST-01175,2025-01-31 01:17:00,Completed,Credit Card,Web,0.0,3.0,26.99
ORD-009438,CUST-01175,2025-08-16 18:47:00,Completed,Credit Card,Mobile App,0.0,0.0,34.99
ORD-009439,CUST-01175,2025-11-19 13:29:00,Completed,PayPal,Affiliate,0.0,0.0,69.99
ORD-009440,CUST-01175,2025-12-22 16:27:00,Completed,Credit Card,Mobile App,0.0,0.0,351.98
ORD-009441,CUST-01176,2024-04-11 08:31:00,Cancelled,Apple Pay,Web,4.99,34.2,325.76
ORD-009442,CUST-01176,2024-04-26 17:45:00,Completed,PayPal,Affiliate,0.0,0.0,99.99
ORD-009443,CUST-01176,2024-07-19 13:12:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,79.99
ORD-009444,CUST-01176,2025-01-07 14:48:00,Completed,Apple Pay,Web,0.0,24.0,160.98
ORD-009445,CUST-01177,2025-07-29 09:43:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,94.2,885.79
ORD-009446,CUST-01177,2025-09-28 08:57:00,Completed,PayPal,Web,0.0,0.0,121.99
ORD-009447,CUST-01177,2026-01-04 11:10:00,Returned,Credit Card,Mobile App,14.99,0.0,140.98
ORD-009448,CUST-01177,2026-06-28 03:50:00,Completed,Credit Card,Web,4.99,12.0,72.98
ORD-009449,CUST-01178,2024-04-21 20:49:00,Completed,Credit Card,Affiliate,0.0,0.0,899.99
ORD-009450,CUST-01178,2025-03-09 09:22:00,Completed,Credit Card,Web,0.0,0.0,45.98
ORD-009451,CUST-01178,2025-08-30 18:02:00,Completed,Credit Card,Mobile App,0.0,70.95,440.03
ORD-009452,CUST-01178,2025-10-15 04:49:00,Cancelled,Credit Card,Affiliate,0.0,0.0,119.99
ORD-009453,CUST-01179,2024-05-28 06:25:00,Completed,PayPal,Web,14.99,6.8,76.18
ORD-009454,CUST-01179,2024-09-09 23:59:00,Completed,Apple Pay,Mobile App,0.0,0.0,1199.98
ORD-009455,CUST-01180,2024-08-04 17:14:00,Completed,Apple Pay,Mobile App,0.0,0.0,49.99
ORD-009456,CUST-01180,2024-09-10 10:25:00,Completed,BNPL (Klarna/Affirm),Mobile App,14.99,0.0,39.98
ORD-009457,CUST-01180,2025-03-30 13:51:00,Completed,PayPal,Web,9.99,4.2,47.79
ORD-009458,CUST-01180,2025-10-20 00:43:00,Completed,PayPal,Mobile App,0.0,135.0,764.99
ORD-009459,CUST-01180,2026-05-21 23:01:00,Completed,Apple Pay,Mobile App,4.99,0.0,46.99
ORD-009460,CUST-01181,2024-10-26 19:31:00,Cancelled,Apple Pay,Affiliate,4.99,12.0,72.97
ORD-009461,CUST-01181,2026-02-20 23:01:00,Completed,Credit Card,Affiliate,9.99,0.0,139.98
ORD-009462,CUST-01182,2026-05-08 02:24:00,Cancelled,Apple Pay,Mobile App,0.0,0.0,109.98
ORD-009463,CUST-01182,2026-08-08 07:48:00,Completed,Credit Card,Web,0.0,84.25,500.73
ORD-009464,CUST-01183,2022-11-17 19:08:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,37.5,212.49
ORD-009465,CUST-01183,2023-04-04 08:51:00,Completed,Credit Card,Web,0.0,5.0,134.98
ORD-009466,CUST-01183,2023-04-05 05:13:00,Cancelled,BNPL (Klarna/Affirm),Web,9.99,0.0,759.96
ORD-009467,CUST-01183,2024-01-07 12:41:00,Shipped,Apple Pay,Affiliate,0.0,0.0,149.0
ORD-009468,CUST-01183,2024-03-09 11:01:00,Completed,Credit Card,Affiliate,0.0,8.25,156.72
ORD-009469,CUST-01184,2024-03-22 15:34:00,Completed,Credit Card,Web,9.99,2.5,397.46
ORD-009470,CUST-01184,2024-10-18 13:54:00,Cancelled,Credit Card,Mobile App,0.0,0.0,58.0
ORD-009471,CUST-01184,2025-01-15 00:40:00,Completed,Apple Pay,Web,0.0,270.0,1552.96
ORD-009472,CUST-01185,2024-07-01 21:08:00,Completed,Apple Pay,Mobile App,0.0,14.6,131.38
ORD-009473,CUST-01185,2025-04-01 13:05:00,Completed,Credit Card,Mobile App,0.0,135.0,832.99
ORD-009474,CUST-01185,2026-06-06 03:55:00,Completed,PayPal,Mobile App,9.99,0.0,89.98
ORD-009475,CUST-01186,2024-09-03 09:58:00,Completed,PayPal,Affiliate,0.0,90.0,809.99
ORD-009476,CUST-01186,2025-04-30 00:00:00,Completed,Credit Card,Web,0.0,37.5,872.49
ORD-009477,CUST-01186,2025-12-10 10:25:00,Completed,Apple Pay,Web,0.0,33.0,219.0
ORD-009478,CUST-01187,2025-10-04 09:26:00,Completed,Credit Card,Web,0.0,1.9,210.1
ORD-009479,CUST-01187,2026-01-19 19:20:00,Completed,Credit Card,Web,0.0,0.0,1099.99
ORD-009480,CUST-01187,2026-03-09 11:47:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,79.99
ORD-009481,CUST-01187,2026-08-02 06:01:00,Completed,PayPal,Mobile App,0.0,0.0,29.99
ORD-009482,CUST-01187,2026-08-05 18:46:00,Completed,Credit Card,Web,0.0,10.0,169.98
ORD-009483,CUST-01188,2026-07-08 05:29:00,Completed,Apple Pay,Mobile App,0.0,0.0,84.0
ORD-009484,CUST-01188,2026-08-07 05:33:00,Completed,Credit Card,Mobile App,0.0,27.45,155.55
ORD-009485,CUST-01188,2026-08-18 20:19:00,Completed,PayPal,Affiliate,0.0,0.0,129.99
ORD-009486,CUST-01189,2023-08-16 08:10:00,Cancelled,PayPal,Affiliate,0.0,7.0,132.98
ORD-009487,CUST-01189,2025-08-05 17:17:00,Completed,Credit Card,Mobile App,14.99,0.0,2014.97
ORD-009488,CUST-01189,2025-08-18 04:06:00,Completed,Apple Pay,Web,0.0,55.0,494.99
ORD-009489,CUST-01190,2026-04-21 01:04:00,Completed,Apple Pay,Affiliate,0.0,3.9,22.1
ORD-009490,CUST-01190,2026-05-31 11:48:00,Completed,PayPal,Affiliate,4.99,143.25,846.71
ORD-009491,CUST-01191,2026-01-25 03:17:00,Completed,Credit Card,Mobile App,0.0,24.3,382.68
ORD-009492,CUST-01191,2026-03-25 11:44:00,Completed,Apple Pay,Affiliate,4.99,4.0,80.98
ORD-009493,CUST-01191,2026-04-11 09:37:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,2.1,39.9
ORD-009494,CUST-01191,2026-04-30 01:05:00,Cancelled,Apple Pay,Affiliate,0.0,0.0,189.99
ORD-009495,CUST-01191,2026-07-12 00:16:00,Completed,PayPal,Mobile App,0.0,146.5,1003.48
ORD-009496,CUST-01192,2024-03-25 21:42:00,Completed,BNPL (Klarna/Affirm),Affiliate,9.99,182.25,1042.73
ORD-009497,CUST-01192,2024-09-06 23:07:00,Completed,PayPal,Web,0.0,0.0,1699.99
ORD-009498,CUST-01192,2024-10-10 13:43:00,Completed,PayPal,Web,14.99,19.3,188.69
ORD-009499,CUST-01192,2024-10-16 06:53:00,Completed,Apple Pay,Web,0.0,0.0,29.99
ORD-009500,CUST-01193,2025-03-18 05:48:00,Completed,BNPL (Klarna/Affirm),Mobile App,9.99,0.0,1959.97
ORD-009501,CUST-01193,2025-03-19 21:40:00,Completed,Credit Card,Affiliate,0.0,0.0,22.99
ORD-009502,CUST-01193,2025-03-28 02:56:00,Completed,Credit Card,Web,4.99,4.2,42.79
ORD-009503,CUST-01194,2026-03-01 18:04:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,10.0,90.0
ORD-009504,CUST-01194,2026-03-10 07:30:00,Completed,PayPal,Web,0.0,0.0,38.0
ORD-009505,CUST-01194,2026-03-26 10:27:00,Completed,Credit Card,Web,0.0,18.9,107.1
ORD-009506,CUST-01194,2026-07-20 09:39:00,Completed,PayPal,Affiliate,0.0,33.0,187.0
ORD-009507,CUST-01194,2026-08-13 18:55:00,Returned,PayPal,Web,14.99,2.5,62.48
ORD-009508,CUST-01195,2023-07-14 16:12:00,Returned,Credit Card,Mobile App,0.0,0.0,319.99
ORD-009509,CUST-01195,2024-07-12 02:31:00,Completed,Credit Card,Mobile App,4.99,0.0,139.99
ORD-009510,CUST-01195,2024-07-21 02:11:00,Completed,Credit Card,Mobile App,0.0,0.0,899.99
ORD-009511,CUST-01196,2026-01-02 07:27:00,Completed,PayPal,Affiliate,0.0,44.7,345.29
ORD-009512,CUST-01196,2026-03-10 18:32:00,Completed,BNPL (Klarna/Affirm),Web,9.99,7.0,207.98
ORD-009513,CUST-01196,2026-04-22 18:08:00,Completed,PayPal,Mobile App,0.0,21.0,118.98
ORD-009514,CUST-01196,2026-04-27 10:53:00,Completed,Credit Card,Web,0.0,15.0,134.99
ORD-009515,CUST-01196,2026-05-02 19:55:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,4.5,85.49
ORD-009516,CUST-01197,2026-04-03 19:37:00,Completed,Credit Card,Web,9.99,3.25,717.72
ORD-009517,CUST-01197,2026-04-15 05:08:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.95,18.04
ORD-009518,CUST-01197,2026-04-25 20:59:00,Completed,Apple Pay,Affiliate,0.0,12.4,286.59
ORD-009519,CUST-01198,2025-09-14 08:03:00,Completed,Apple Pay,Affiliate,0.0,25.25,200.73
ORD-009520,CUST-01198,2025-09-30 06:54:00,Completed,Apple Pay,Mobile App,0.0,1.6,30.4
ORD-009521,CUST-01198,2025-10-31 09:38:00,Completed,Credit Card,Web,0.0,3.5,310.48
ORD-009522,CUST-01198,2025-11-28 23:35:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,6.5,200.48
ORD-009523,CUST-01199,2025-11-06 23:08:00,Completed,Apple Pay,Affiliate,9.99,2.4,55.59
ORD-009524,CUST-01199,2026-02-05 17:42:00,Completed,Credit Card,Mobile App,4.99,3.2,33.79
ORD-009525,CUST-01199,2026-08-20 18:43:00,Completed,PayPal,Mobile App,0.0,12.6,141.39
ORD-009526,CUST-01200,2024-07-14 22:44:00,Completed,Credit Card,Web,0.0,0.0,19.99
ORD-009527,CUST-01200,2025-10-23 03:23:00,Completed,Apple Pay,Web,9.99,22.4,283.59
ORD-009528,CUST-01200,2026-01-16 01:14:00,Completed,BNPL (Klarna/Affirm),Web,0.0,7.0,62.99
ORD-009529,CUST-01200,2026-05-08 13:45:00,Completed,Credit Card,Mobile App,0.0,6.8,61.2
ORD-009530,CUST-01201,2024-06-03 00:49:00,Completed,BNPL (Klarna/Affirm),Web,9.99,14.0,275.98
ORD-009531,CUST-01201,2024-08-05 10:49:00,Completed,BNPL (Klarna/Affirm),Web,9.99,2.5,57.48
ORD-009532,CUST-01201,2024-09-04 10:25:00,Shipped,PayPal,Mobile App,0.0,15.75,89.22
ORD-009533,CUST-01201,2025-11-14 13:58:00,Completed,BNPL (Klarna/Affirm),Web,0.0,5.25,29.74
ORD-009534,CUST-01201,2026-01-16 03:34:00,Completed,BNPL (Klarna/Affirm),Web,0.0,11.25,328.72
ORD-009535,CUST-01202,2025-03-04 20:57:00,Completed,Credit Card,Web,4.99,22.5,432.48
ORD-009536,CUST-01202,2026-01-27 12:00:00,Completed,BNPL (Klarna/Affirm),Web,9.99,0.0,1079.97
ORD-009537,CUST-01202,2026-07-18 05:49:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,298.0
ORD-009538,CUST-01203,2025-01-10 09:31:00,Completed,Credit Card,Web,0.0,14.0,265.99
ORD-009539,CUST-01203,2025-02-23 21:56:00,Completed,Credit Card,Web,0.0,8.0,71.98
ORD-009540,CUST-01204,2026-03-27 11:40:00,Completed,Apple Pay,Web,14.99,0.0,44.98
ORD-009541,CUST-01204,2026-03-30 19:02:00,Completed,PayPal,Mobile App,0.0,4.0,75.99
ORD-009542,CUST-01204,2026-04-27 02:08:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,31.0,602.96
ORD-009543,CUST-01204,2026-07-21 06:28:00,Completed,Apple Pay,Mobile App,0.0,24.0,195.98
ORD-009544,CUST-01204,2026-08-16 22:55:00,Completed,BNPL (Klarna/Affirm),Web,0.0,9.5,230.48
ORD-009545,CUST-01205,2024-07-01 23:24:00,Shipped,Apple Pay,Affiliate,4.99,9.25,371.72
ORD-009546,CUST-01205,2024-10-01 14:59:00,Cancelled,Credit Card,Mobile App,0.0,0.0,22.99
ORD-009547,CUST-01205,2024-10-10 01:12:00,Completed,Apple Pay,Web,14.99,7.5,447.45
ORD-009548,CUST-01205,2025-01-02 08:11:00,Completed,Credit Card,Web,0.0,0.0,34.99
ORD-009549,CUST-01205,2025-02-04 13:22:00,Completed,Apple Pay,Mobile App,0.0,12.5,237.49
ORD-009550,CUST-01206,2023-09-21 10:01:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,1099.99
ORD-009551,CUST-01206,2024-01-17 17:20:00,Shipped,Credit Card,Mobile App,0.0,0.0,39.99
ORD-009552,CUST-01206,2024-06-28 08:58:00,Completed,Credit Card,Affiliate,14.99,0.0,124.98
ORD-009553,CUST-01207,2023-10-11 12:57:00,Completed,Credit Card,Mobile App,4.99,0.0,23.98
ORD-009554,CUST-01207,2025-11-12 04:10:00,Completed,Credit Card,Mobile App,0.0,2.1,39.9
ORD-009555,CUST-01207,2026-06-16 17:07:00,Completed,Credit Card,Affiliate,0.0,0.0,129.99
ORD-009556,CUST-01208,2024-03-17 01:40:00,Completed,Credit Card,Web,0.0,16.0,143.99
ORD-009557,CUST-01208,2024-04-19 08:50:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,354.1,3187.86
ORD-009558,CUST-01208,2024-11-22 21:52:00,Completed,BNPL (Klarna/Affirm),Web,14.99,0.0,56.99
ORD-009559,CUST-01208,2025-01-24 22:07:00,Returned,PayPal,Web,0.0,101.25,723.72
ORD-009560,CUST-01208,2025-02-04 19:08:00,Completed,BNPL (Klarna/Affirm),Web,0.0,142.0,894.97
ORD-009561,CUST-01209,2025-03-22 09:58:00,Completed,Apple Pay,Mobile App,0.0,16.0,307.98
ORD-009562,CUST-01209,2025-08-12 22:05:00,Completed,Apple Pay,Mobile App,0.0,0.0,22.99
ORD-009563,CUST-01209,2025-10-22 10:42:00,Completed,Credit Card,Mobile App,4.99,0.0,264.97
ORD-009564,CUST-01210,2023-11-27 08:43:00,Completed,BNPL (Klarna/Affirm),Web,14.99,0.0,37.98
ORD-009565,CUST-01210,2025-03-30 01:33:00,Completed,Credit Card,Web,9.99,13.5,216.47
ORD-009566,CUST-01210,2026-04-30 22:56:00,Completed,Credit Card,Web,4.99,170.5,1594.45
ORD-009567,CUST-01211,2023-10-30 06:56:00,Completed,Apple Pay,Web,0.0,6.5,58.49
ORD-009568,CUST-01211,2024-08-13 11:24:00,Completed,Credit Card,Web,4.99,2.5,52.48
ORD-009569,CUST-01211,2024-10-11 03:56:00,Completed,PayPal,Web,4.99,0.0,36.99
ORD-009570,CUST-01212,2025-02-15 16:00:00,Completed,PayPal,Mobile App,4.99,0.0,34.98
ORD-009571,CUST-01212,2025-11-08 02:12:00,Completed,Credit Card,Mobile App,0.0,110.0,989.99
ORD-009572,CUST-01212,2026-01-30 01:17:00,Completed,PayPal,Web,4.99,22.35,131.64
ORD-009573,CUST-01212,2026-03-12 19:33:00,Returned,Credit Card,Web,4.99,0.0,174.98
ORD-009574,CUST-01212,2026-03-22 03:07:00,Completed,Credit Card,Web,0.0,0.0,24.99
ORD-009575,CUST-01213,2025-06-26 14:44:00,Returned,Credit Card,Web,9.99,0.0,34.98
ORD-009576,CUST-01213,2025-07-08 06:01:00,Completed,Credit Card,Mobile App,14.99,0.0,79.98
ORD-009577,CUST-01213,2025-12-10 02:55:00,Completed,Apple Pay,Affiliate,0.0,8.5,421.47
ORD-009578,CUST-01213,2026-07-19 09:41:00,Completed,PayPal,Mobile App,0.0,0.0,899.99
ORD-009579,CUST-01213,2026-08-27 23:22:00,Completed,Credit Card,Mobile App,0.0,0.0,18.99
ORD-009580,CUST-01214,2023-01-07 18:41:00,Completed,PayPal,Affiliate,0.0,0.0,32.0
ORD-009581,CUST-01214,2023-03-02 14:03:00,Completed,Credit Card,Mobile App,0.0,0.0,152.98
ORD-009582,CUST-01214,2023-05-06 20:35:00,Completed,Apple Pay,Web,0.0,0.0,84.0
ORD-009583,CUST-01214,2023-10-16 14:27:00,Completed,BNPL (Klarna/Affirm),Web,0.0,7.0,97.98
ORD-009584,CUST-01215,2025-01-24 19:21:00,Completed,BNPL (Klarna/Affirm),Mobile App,9.99,12.0,77.98
ORD-009585,CUST-01215,2025-03-09 19:03:00,Completed,PayPal,Mobile App,14.99,5.7,87.28
ORD-009586,CUST-01216,2026-07-27 03:56:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,4.2,37.8
ORD-009587,CUST-01216,2026-08-16 14:34:00,Completed,Credit Card,Web,0.0,170.0,1529.99
ORD-009588,CUST-01217,2023-09-08 19:11:00,Cancelled,Apple Pay,Affiliate,0.0,25.5,144.49
ORD-009589,CUST-01217,2025-02-05 20:00:00,Completed,BNPL (Klarna/Affirm),Web,4.99,6.0,118.98
ORD-009590,CUST-01218,2025-03-02 08:38:00,Completed,Credit Card,Mobile App,0.0,0.0,38.0
ORD-009591,CUST-01218,2025-06-17 19:07:00,Completed,Apple Pay,Mobile App,9.99,0.0,159.98
ORD-009592,CUST-01218,2026-05-20 14:07:00,Completed,BNPL (Klarna/Affirm),Web,0.0,8.5,248.48
ORD-009593,CUST-01219,2025-12-02 19:43:00,Completed,BNPL (Klarna/Affirm),Web,0.0,13.5,3521.48
ORD-009594,CUST-01219,2026-01-03 04:24:00,Completed,Credit Card,Web,0.0,0.0,68.97
ORD-009595,CUST-01219,2026-06-23 08:00:00,Completed,Credit Card,Web,0.0,24.0,255.97
ORD-009596,CUST-01220,2023-08-19 04:02:00,Completed,Apple Pay,Mobile App,0.0,0.0,99.99
ORD-009597,CUST-01220,2026-01-19 17:07:00,Completed,PayPal,Affiliate,0.0,2.0,17.99
ORD-009598,CUST-01221,2024-03-10 18:25:00,Returned,PayPal,Web,9.99,8.0,81.98
ORD-009599,CUST-01221,2025-04-08 12:25:00,Completed,Credit Card,Web,0.0,0.0,599.99
ORD-009600,CUST-01221,2026-03-25 16:29:00,Completed,Credit Card,Web,4.99,0.0,27.98
ORD-009601,CUST-01221,2026-04-30 21:04:00,Completed,Apple Pay,Web,0.0,6.5,181.49
ORD-009602,CUST-01222,2025-09-21 05:43:00,Completed,BNPL (Klarna/Affirm),Web,9.99,0.0,139.98
ORD-009603,CUST-01222,2025-10-14 16:47:00,Completed,Credit Card,Mobile App,14.99,5.75,150.24
ORD-009604,CUST-01222,2025-11-13 16:26:00,Completed,Apple Pay,Mobile App,4.99,4.0,40.98
ORD-009605,CUST-01223,2024-03-13 00:02:00,Cancelled,BNPL (Klarna/Affirm),Web,0.0,2.0,107.98
ORD-009606,CUST-01223,2024-04-14 05:37:00,Completed,PayPal,Mobile App,0.0,16.0,268.98
ORD-009607,CUST-01224,2026-03-08 09:19:00,Completed,Credit Card,Mobile App,14.99,0.0,54.98
ORD-009608,CUST-01224,2026-04-02 07:43:00,Returned,Credit Card,Affiliate,4.99,0.0,79.96
ORD-009609,CUST-01224,2026-04-09 00:17:00,Returned,Apple Pay,Web,0.0,24.5,195.47
ORD-009610,CUST-01224,2026-05-02 17:48:00,Completed,PayPal,Web,0.0,22.0,216.99
ORD-009611,CUST-01224,2026-06-07 23:06:00,Completed,Credit Card,Web,0.0,3.45,19.54
ORD-009612,CUST-01225,2025-02-05 19:41:00,Completed,Credit Card,Mobile App,0.0,22.35,126.65
ORD-009613,CUST-01225,2025-02-19 06:45:00,Completed,PayPal,Mobile App,4.99,17.7,341.29
ORD-009614,CUST-01225,2025-08-13 00:09:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,0.0,279.99
ORD-009615,CUST-01225,2025-10-06 05:13:00,Completed,Credit Card,Mobile App,0.0,0.0,164.97
ORD-009616,CUST-01225,2026-08-20 22:04:00,Completed,Credit Card,Affiliate,0.0,1.9,36.1
ORD-009617,CUST-01226,2025-02-05 12:07:00,Completed,BNPL (Klarna/Affirm),Web,9.99,1.9,46.09
ORD-009618,CUST-01226,2025-06-28 07:07:00,Shipped,Credit Card,Mobile App,0.0,0.0,26.0
ORD-009619,CUST-01226,2025-12-31 19:01:00,Completed,Credit Card,Mobile App,9.99,0.0,393.97
ORD-009620,CUST-01226,2026-05-20 23:02:00,Completed,Apple Pay,Web,0.0,0.0,109.98
ORD-009621,CUST-01227,2026-01-31 23:03:00,Completed,Apple Pay,Mobile App,0.0,10.0,309.99
ORD-009622,CUST-01227,2026-06-22 10:20:00,Completed,BNPL (Klarna/Affirm),Web,4.99,0.0,1704.98
ORD-009623,CUST-01227,2026-08-11 00:40:00,Completed,PayPal,Affiliate,4.99,0.0,62.99
ORD-009624,CUST-01227,2026-08-23 09:09:00,Completed,Credit Card,Web,9.99,20.0,319.95
ORD-009625,CUST-01228,2025-05-26 02:56:00,Completed,PayPal,Affiliate,0.0,0.0,1699.99
ORD-009626,CUST-01228,2025-09-25 16:37:00,Completed,Apple Pay,Web,0.0,0.0,575.99
ORD-009627,CUST-01228,2026-04-16 13:09:00,Completed,Credit Card,Web,0.0,4.2,37.8
ORD-009628,CUST-01229,2025-08-24 06:40:00,Completed,PayPal,Mobile App,0.0,0.0,64.99
ORD-009629,CUST-01229,2026-01-12 23:50:00,Completed,PayPal,Mobile App,4.99,82.5,472.48
ORD-009630,CUST-01229,2026-07-01 19:21:00,Completed,Credit Card,Web,14.99,0.0,74.97
ORD-009631,CUST-01230,2024-12-28 06:53:00,Completed,Credit Card,Web,0.0,0.95,918.03
ORD-009632,CUST-01230,2024-12-31 13:19:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,8.25,46.74
ORD-009633,CUST-01230,2025-01-12 05:02:00,Completed,Apple Pay,Mobile App,0.0,10.0,189.98
ORD-009634,CUST-01230,2025-02-11 19:04:00,Returned,PayPal,Web,0.0,0.0,599.99
ORD-009635,CUST-01230,2025-02-20 03:07:00,Completed,Credit Card,Mobile App,0.0,4.8,157.19
ORD-009636,CUST-01231,2023-05-13 19:15:00,Completed,Apple Pay,Mobile App,0.0,0.0,149.0
ORD-009637,CUST-01231,2023-12-23 08:57:00,Completed,PayPal,Mobile App,0.0,8.7,49.3
ORD-009638,CUST-01231,2024-08-19 03:11:00,Completed,PayPal,Web,0.0,26.0,233.98
ORD-009639,CUST-01231,2026-04-26 13:17:00,Completed,Apple Pay,Mobile App,0.0,6.5,258.49
ORD-009640,CUST-01231,2026-07-12 08:08:00,Completed,PayPal,Mobile App,0.0,0.0,1699.99
ORD-009641,CUST-01232,2026-07-17 14:00:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,2.85,16.14
ORD-009642,CUST-01232,2026-08-11 19:34:00,Shipped,Apple Pay,Web,4.99,89.5,1645.47
ORD-009643,CUST-01232,2026-08-31 16:37:00,Completed,Credit Card,Affiliate,0.0,82.5,467.49
ORD-009644,CUST-01233,2024-09-13 10:43:00,Completed,Credit Card,Affiliate,0.0,1.3,1524.68
ORD-009645,CUST-01233,2026-01-25 09:59:00,Cancelled,PayPal,Web,0.0,83.0,1576.97
ORD-009646,CUST-01233,2026-02-17 08:02:00,Completed,BNPL (Klarna/Affirm),Mobile App,14.99,5.0,134.97
ORD-009647,CUST-01233,2026-08-18 10:38:00,Completed,Apple Pay,Mobile App,4.99,29.85,200.13
ORD-009648,CUST-01234,2024-03-24 08:02:00,Completed,Apple Pay,Web,4.99,0.0,34.98
ORD-009649,CUST-01234,2024-05-05 08:40:00,Completed,Apple Pay,Web,9.99,48.2,443.78
ORD-009650,CUST-01234,2024-05-12 14:30:00,Shipped,BNPL (Klarna/Affirm),Mobile App,9.99,33.5,354.45
ORD-009651,CUST-01234,2024-11-11 08:34:00,Completed,Credit Card,Web,0.0,0.0,34.99
ORD-009652,CUST-01234,2025-03-06 20:35:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,0.0,449.99
ORD-009653,CUST-01235,2025-11-15 11:16:00,Completed,PayPal,Web,0.0,0.0,49.99
ORD-009654,CUST-01235,2026-02-06 18:18:00,Completed,PayPal,Mobile App,0.0,0.0,151.99
ORD-009655,CUST-01235,2026-03-12 06:02:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,0.0,723.97
ORD-009656,CUST-01235,2026-04-11 20:29:00,Shipped,Apple Pay,Web,0.0,7.5,42.49
ORD-009657,CUST-01236,2025-04-06 03:38:00,Completed,Credit Card,Mobile App,0.0,5.25,929.73
ORD-009658,CUST-01236,2026-06-05 00:25:00,Completed,BNPL (Klarna/Affirm),Affiliate,0.0,91.0,2163.96
ORD-009659,CUST-01237,2025-03-21 05:50:00,Completed,Credit Card,Mobile App,4.99,55.0,1049.98
ORD-009660,CUST-01237,2025-03-27 20:02:00,Cancelled,Credit Card,Mobile App,0.0,12.6,201.39
ORD-009661,CUST-01238,2025-11-12 14:13:00,Completed,Credit Card,Mobile App,0.0,3.9,389.09
ORD-009662,CUST-01238,2026-05-10 15:30:00,Completed,Credit Card,Affiliate,14.99,170.0,1584.97
ORD-009663,CUST-01239,2025-04-28 14:32:00,Completed,PayPal,Web,4.99,0.0,44.98
ORD-009664,CUST-01239,2025-09-12 00:58:00,Completed,BNPL (Klarna/Affirm),Mobile App,0.0,0.0,129.99
ORD-009665,CUST-01240,2024-05-02 17:57:00,Completed,Apple Pay,Web,0.0,0.0,115.0
ORD-009666,CUST-01240,2024-12-18 07:38:00,Shipped,PayPal,Affiliate,9.99,2.3,53.67
ORD-009667,CUST-01240,2025-10-23 15:47:00,Returned,Credit Card,Affiliate,9.99,17.0,162.98
ORD-009668,CUST-01241,2023-02-25 17:26:00,Completed,PayPal,Web,0.0,0.0,599.99
ORD-009669,CUST-01241,2024-08-09 20:37:00,Completed,Credit Card,Affiliate,9.99,17.1,198.85
ORD-009670,CUST-01241,2025-11-09 06:33:00,Completed,BNPL (Klarna/Affirm),Web,0.0,0.0,252.0
